"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 24 13:06:24 GMT 2023","Fri Nov 24 13:06:25 GMT 2023","1270","","com.enisspahi.example.service.CalculatorRuntimeAPITests","","com.enisspahi.example.service.CalculatorRuntimeAPITests","calculatesCorrectly","Calculates Correctly [1] a=1.0, b=1.0, expectedPlus=2.0, expectedMinus=0.0, expectedMultiply=1.0, expectedDivide=1.0",""
"passed","Fri Nov 24 13:06:24 GMT 2023","Fri Nov 24 13:06:24 GMT 2023","48","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMultiplicationCorrectly","Calculates Multiplication Correctly [2] a=2.0, b=1.0, expectedMinus=2.0",""
"passed","Fri Nov 24 13:06:19 GMT 2023","Fri Nov 24 13:06:23 GMT 2023","4318","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesPlusCorrectly","Calculates Plus Correctly [1] a=1.0, b=1.0, expectedPlus=2.0",""
"passed","Fri Nov 24 13:06:24 GMT 2023","Fri Nov 24 13:06:24 GMT 2023","37","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMultiplicationCorrectly","Calculates Multiplication Correctly [1] a=1.0, b=1.0, expectedMinus=1.0",""
"passed","Fri Nov 24 13:06:24 GMT 2023","Fri Nov 24 13:06:24 GMT 2023","59","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMinusCorrectly","Calculates Minus Correctly [1] a=1.0, b=1.0, expectedMinus=0.0",""
"passed","Fri Nov 24 13:06:24 GMT 2023","Fri Nov 24 13:06:24 GMT 2023","96","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMinusCorrectly","Calculates Minus Correctly [2] a=2.0, b=1.0, expectedMinus=1.0",""
"passed","Fri Nov 24 13:06:25 GMT 2023","Fri Nov 24 13:06:25 GMT 2023","8","","com.enisspahi.example.service.CalculatorTests","","com.enisspahi.example.service.CalculatorTests","calculatesCorrectly","Calculates Correctly [2] a=2.0, b=1.0, expectedPlus=3.0, expectedMinus=1.0, expectedMultiply=2.0, expectedDivide=2.0",""
"passed","Fri Nov 24 13:06:24 GMT 2023","Fri Nov 24 13:06:24 GMT 2023","44","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesPlusCorrectly","Calculates Plus Correctly [2] a=2.0, b=1.0, expectedPlus=3.0",""
"passed","Fri Nov 24 13:06:24 GMT 2023","Fri Nov 24 13:06:24 GMT 2023","40","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesDivisionCorrectly","Calculates Division Correctly [1] a=1.0, b=1.0, expectedMinus=1.0",""
"failed","Fri Nov 24 13:06:25 GMT 2023","Fri Nov 24 13:06:25 GMT 2023","19","","com.enisspahi.example.service.CalculatorRuntimeAPITests","","com.enisspahi.example.service.CalculatorRuntimeAPITests","calculatesCorrectly","Calculates Correctly [2] a=2.0, b=1.0, expectedPlus=3.0, expectedMinus=1.0, expectedMultiply=2.0, expectedDivide=3.0",""
"passed","Fri Nov 24 13:06:25 GMT 2023","Fri Nov 24 13:06:25 GMT 2023","35","","com.enisspahi.example.service.CalculatorTests","","com.enisspahi.example.service.CalculatorTests","calculatesCorrectly","Calculates Correctly [1] a=1.0, b=1.0, expectedPlus=2.0, expectedMinus=0.0, expectedMultiply=1.0, expectedDivide=1.0",""
"passed","Fri Nov 24 13:06:24 GMT 2023","Fri Nov 24 13:06:24 GMT 2023","39","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesDivisionCorrectly","Calculates Division Correctly [2] a=2.0, b=1.0, expectedMinus=2.0",""
