"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 23 20:45:10 GMT 2023","Thu Nov 23 20:45:12 GMT 2023","1293","","com.enisspahi.example.service.CalculatorRuntimeAPITests","","com.enisspahi.example.service.CalculatorRuntimeAPITests","calculatesCorrectly","Calculates Correctly [1] a=1.0, b=1.0, expectedPlus=2.0, expectedMinus=0.0, expectedMultiply=1.0, expectedDivide=1.0",""
"passed","Thu Nov 23 20:45:10 GMT 2023","Thu Nov 23 20:45:10 GMT 2023","85","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesDivisionCorrectly","Calculates Division Correctly [1] a=1.0, b=1.0, expectedMinus=1.0",""
"passed","Thu Nov 23 20:45:06 GMT 2023","Thu Nov 23 20:45:10 GMT 2023","3681","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesPlusCorrectly","Calculates Plus Correctly [1] a=1.0, b=1.0, expectedPlus=2.0",""
"passed","Thu Nov 23 20:45:12 GMT 2023","Thu Nov 23 20:45:12 GMT 2023","24","","com.enisspahi.example.service.CalculatorTests","","com.enisspahi.example.service.CalculatorTests","calculatesCorrectly","Calculates Correctly [1] a=1.0, b=1.0, expectedPlus=2.0, expectedMinus=0.0, expectedMultiply=1.0, expectedDivide=1.0",""
"passed","Thu Nov 23 20:45:10 GMT 2023","Thu Nov 23 20:45:10 GMT 2023","76","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMinusCorrectly","Calculates Minus Correctly [2] a=2.0, b=1.0, expectedMinus=1.0",""
"passed","Thu Nov 23 20:45:12 GMT 2023","Thu Nov 23 20:45:12 GMT 2023","4","","com.enisspahi.example.service.CalculatorTests","","com.enisspahi.example.service.CalculatorTests","calculatesCorrectly","Calculates Correctly [2] a=2.0, b=1.0, expectedPlus=3.0, expectedMinus=1.0, expectedMultiply=2.0, expectedDivide=2.0",""
"passed","Thu Nov 23 20:45:10 GMT 2023","Thu Nov 23 20:45:10 GMT 2023","34","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMultiplicationCorrectly","Calculates Multiplication Correctly [2] a=2.0, b=1.0, expectedMinus=2.0",""
"passed","Thu Nov 23 20:45:12 GMT 2023","Thu Nov 23 20:45:12 GMT 2023","4","","com.enisspahi.example.service.CalculatorRuntimeAPITests","","com.enisspahi.example.service.CalculatorRuntimeAPITests","calculatesCorrectly","Calculates Correctly [2] a=2.0, b=1.0, expectedPlus=3.0, expectedMinus=1.0, expectedMultiply=2.0, expectedDivide=2.0",""
"passed","Thu Nov 23 20:45:10 GMT 2023","Thu Nov 23 20:45:10 GMT 2023","63","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesDivisionCorrectly","Calculates Division Correctly [2] a=2.0, b=1.0, expectedMinus=2.0",""
"passed","Thu Nov 23 20:45:10 GMT 2023","Thu Nov 23 20:45:10 GMT 2023","33","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMinusCorrectly","Calculates Minus Correctly [1] a=1.0, b=1.0, expectedMinus=0.0",""
"passed","Thu Nov 23 20:45:10 GMT 2023","Thu Nov 23 20:45:10 GMT 2023","36","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMultiplicationCorrectly","Calculates Multiplication Correctly [1] a=1.0, b=1.0, expectedMinus=1.0",""
"passed","Thu Nov 23 20:45:10 GMT 2023","Thu Nov 23 20:45:10 GMT 2023","85","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesPlusCorrectly","Calculates Plus Correctly [2] a=2.0, b=1.0, expectedPlus=3.0",""
