"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 23 20:48:38 GMT 2023","Thu Nov 23 20:48:41 GMT 2023","3469","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesPlusCorrectly","Calculates Plus Correctly [1] a=1.0, b=1.0, expectedPlus=2.0",""
"passed","Thu Nov 23 20:48:41 GMT 2023","Thu Nov 23 20:48:41 GMT 2023","42","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesDivisionCorrectly","Calculates Division Correctly [1] a=1.0, b=1.0, expectedMinus=1.0",""
"passed","Thu Nov 23 20:48:41 GMT 2023","Thu Nov 23 20:48:41 GMT 2023","43","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesDivisionCorrectly","Calculates Division Correctly [2] a=2.0, b=1.0, expectedMinus=2.0",""
"passed","Thu Nov 23 20:48:41 GMT 2023","Thu Nov 23 20:48:41 GMT 2023","37","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMultiplicationCorrectly","Calculates Multiplication Correctly [2] a=2.0, b=1.0, expectedMinus=2.0",""
"passed","Thu Nov 23 20:48:41 GMT 2023","Thu Nov 23 20:48:41 GMT 2023","38","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMultiplicationCorrectly","Calculates Multiplication Correctly [1] a=1.0, b=1.0, expectedMinus=1.0",""
"passed","Thu Nov 23 20:48:43 GMT 2023","Thu Nov 23 20:48:43 GMT 2023","3","","com.enisspahi.example.service.CalculatorRuntimeAPITests","","com.enisspahi.example.service.CalculatorRuntimeAPITests","calculatesCorrectly","Calculates Correctly [2] a=2.0, b=1.0, expectedPlus=3.0, expectedMinus=1.0, expectedMultiply=2.0, expectedDivide=2.0",""
"passed","Thu Nov 23 20:48:41 GMT 2023","Thu Nov 23 20:48:41 GMT 2023","57","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesPlusCorrectly","Calculates Plus Correctly [2] a=2.0, b=1.0, expectedPlus=3.0",""
"passed","Thu Nov 23 20:48:41 GMT 2023","Thu Nov 23 20:48:41 GMT 2023","43","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMinusCorrectly","Calculates Minus Correctly [2] a=2.0, b=1.0, expectedMinus=1.0",""
"failed","Thu Nov 23 20:48:43 GMT 2023","Thu Nov 23 20:48:43 GMT 2023","7","","com.enisspahi.example.service.CalculatorTests","","com.enisspahi.example.service.CalculatorTests","calculatesCorrectly","Calculates Correctly [2] a=2.0, b=1.0, expectedPlus=3.0, expectedMinus=1.0, expectedMultiply=2.0, expectedDivide=3.0",""
"passed","Thu Nov 23 20:48:41 GMT 2023","Thu Nov 23 20:48:43 GMT 2023","1172","","com.enisspahi.example.service.CalculatorRuntimeAPITests","","com.enisspahi.example.service.CalculatorRuntimeAPITests","calculatesCorrectly","Calculates Correctly [1] a=1.0, b=1.0, expectedPlus=2.0, expectedMinus=0.0, expectedMultiply=1.0, expectedDivide=1.0",""
"passed","Thu Nov 23 20:48:43 GMT 2023","Thu Nov 23 20:48:43 GMT 2023","26","","com.enisspahi.example.service.CalculatorTests","","com.enisspahi.example.service.CalculatorTests","calculatesCorrectly","Calculates Correctly [1] a=1.0, b=1.0, expectedPlus=2.0, expectedMinus=0.0, expectedMultiply=1.0, expectedDivide=1.0",""
"passed","Thu Nov 23 20:48:41 GMT 2023","Thu Nov 23 20:48:41 GMT 2023","33","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMinusCorrectly","Calculates Minus Correctly [1] a=1.0, b=1.0, expectedMinus=0.0",""
