"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 24 11:05:39 GMT 2023","Fri Nov 24 11:05:39 GMT 2023","47","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesDivisionCorrectly","Calculates Division Correctly [2] a=2.0, b=1.0, expectedMinus=2.0",""
"passed","Fri Nov 24 11:05:39 GMT 2023","Fri Nov 24 11:05:39 GMT 2023","41","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesDivisionCorrectly","Calculates Division Correctly [1] a=1.0, b=1.0, expectedMinus=1.0",""
"passed","Fri Nov 24 11:05:39 GMT 2023","Fri Nov 24 11:05:39 GMT 2023","43","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMinusCorrectly","Calculates Minus Correctly [1] a=1.0, b=1.0, expectedMinus=0.0",""
"passed","Fri Nov 24 11:05:39 GMT 2023","Fri Nov 24 11:05:39 GMT 2023","57","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMultiplicationCorrectly","Calculates Multiplication Correctly [2] a=2.0, b=1.0, expectedMinus=2.0",""
"passed","Fri Nov 24 11:05:35 GMT 2023","Fri Nov 24 11:05:38 GMT 2023","3927","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesPlusCorrectly","Calculates Plus Correctly [1] a=1.0, b=1.0, expectedPlus=2.0",""
"passed","Fri Nov 24 11:05:39 GMT 2023","Fri Nov 24 11:05:39 GMT 2023","51","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMultiplicationCorrectly","Calculates Multiplication Correctly [1] a=1.0, b=1.0, expectedMinus=1.0",""
"passed","Fri Nov 24 11:05:39 GMT 2023","Fri Nov 24 11:05:39 GMT 2023","52","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesMinusCorrectly","Calculates Minus Correctly [2] a=2.0, b=1.0, expectedMinus=1.0",""
"passed","Fri Nov 24 11:05:39 GMT 2023","Fri Nov 24 11:05:39 GMT 2023","45","","com.enisspahi.example.ApplicationTests","","com.enisspahi.example.ApplicationTests","calculatesPlusCorrectly","Calculates Plus Correctly [2] a=2.0, b=1.0, expectedPlus=3.0",""
"passed","Fri Nov 24 11:05:40 GMT 2023","Fri Nov 24 11:05:40 GMT 2023","7","","com.enisspahi.example.service.CalculatorTests","","com.enisspahi.example.service.CalculatorTests","calculatesCorrectly","Calculates Correctly [2] a=2.0, b=1.0, expectedPlus=3.0, expectedMinus=1.0, expectedMultiply=2.0, expectedDivide=2.0",""
"failed","Fri Nov 24 11:05:40 GMT 2023","Fri Nov 24 11:05:40 GMT 2023","18","","com.enisspahi.example.service.CalculatorRuntimeAPITests","","com.enisspahi.example.service.CalculatorRuntimeAPITests","calculatesCorrectly","Calculates Correctly [2] a=2.0, b=1.0, expectedPlus=3.0, expectedMinus=1.0, expectedMultiply=2.0, expectedDivide=3.0",""
"passed","Fri Nov 24 11:05:39 GMT 2023","Fri Nov 24 11:05:40 GMT 2023","1106","","com.enisspahi.example.service.CalculatorRuntimeAPITests","","com.enisspahi.example.service.CalculatorRuntimeAPITests","calculatesCorrectly","Calculates Correctly [1] a=1.0, b=1.0, expectedPlus=2.0, expectedMinus=0.0, expectedMultiply=1.0, expectedDivide=1.0",""
"passed","Fri Nov 24 11:05:40 GMT 2023","Fri Nov 24 11:05:40 GMT 2023","33","","com.enisspahi.example.service.CalculatorTests","","com.enisspahi.example.service.CalculatorTests","calculatesCorrectly","Calculates Correctly [1] a=1.0, b=1.0, expectedPlus=2.0, expectedMinus=0.0, expectedMultiply=1.0, expectedDivide=1.0",""
